Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
1037|0|0|1|0|0|0|1|1|1|1|0|0|1|0|3500.0|6000.0|Marmot Pass via Upper Dungeness River Trail|47.8779|-123.137|130|14.0|https://www.wta.org/go-hiking/hikes/dungeness-river|Northwest Forest Pass|Olympic Peninsula| Hood Canal|16.2|4.21|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9348.887041625869
904|0|0|1|0|0|1|1|1|1|0|0|0|0|0|2450.0|4500.0|Tunnel Creek|47.7815|-123.0521|131|9.0|https://www.wta.org/go-hiking/hikes/tunnel-creek-1|None|Olympic Peninsula| Hood Canal|9.4|3.33|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9358.864884847282
1046|0|1|0|0|1|1|1|0|0|0|0|0|1|1|1800.0|6150.0|Palisades Lakes|46.9175|-121.5878|131|17.0|https://www.wta.org/go-hiking/hikes/palisades-lakes|National Park Pass|Mount Rainier Area| NE - Sunrise/White River|7.0|3.59|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9524.855595599942
152|0|1|1|0|0|1|0|0|0|1|0|0|0|0|3050.0|3850.0|North Fork Skokomish River and Flapjack Lakes|47.5161|-123.3282|132|13.0|https://www.wta.org/go-hiking/hikes/flapjack-lakes||Olympic Peninsula| Hood Canal|15.4|4.08|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9390.42057172995
25|0|0|0|0|0|0|0|1|0|1|0|1|0|1|500.0|1100.0|Little Mashel Falls - Pack Forest|46.8432|-122.3176|133|15.0|https://www.wta.org/go-hiking/hikes/little-mashel-falls|None|Puget Sound and Islands| Seattle-Tacoma Area|5.0|4.07|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9474.098642426308
224|0|0|0|0|0|0|1|0|1|0|1|0|1|1|2400.0|3480.0|Umtanum Ridge Crest|46.8996|-120.6435|133|9.0|https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest||Central Washington| Yakima|6.0|3.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|9525.814403971608
241|1|0|0|0|0|0|1|0|0|1|0|0|0|0|425.0|425.0|Lunds Gulch / Meadowdale Beach Park|47.8558|-122.3175|133|18.0|https://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park|None|Puget Sound and Islands| Seattle-Tacoma Area|2.5|3.56|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9362.266687396943
235|1|1|0|0|1|0|1|0|0|0|0|0|0|1|130.0|130.0|Dungeness Spit|48.1413|-123.1899|133|21.0|https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge|Refuge Entrance Pass|Olympic Peninsula| Northern Coast|11.0|3.48|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9293.18514306928
482|0|0|0|0|0|0|1|0|0|0|1|0|1|1|1100.0|5409.0|Kelly Butte|47.1625|-121.4805|134|17.0|https://www.wta.org/go-hiking/hikes/kelly-butte|Northwest Forest Pass|Mount Rainier Area| Chinook Pass - Hwy 410|3.4|3.94|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9488.15538605599
104|0|0|0|0|0|0|1|0|1|0|0|0|0|0|2600.0|5034.0|Hex Mountain Snowshoe|47.285|-121.0914|135|12.0|https://www.wta.org/go-hiking/hikes/hex-mountain||Snoqualmie Region| Salmon La Sac/Teanaway|7.0|3.92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9430.95353775977
334|0|0|0|0|1|0|0|0|0|0|0|1|0|0|550.0|600.0|Coal Creek Trail|47.5542|-122.1666|135|20.0|https://www.wta.org/go-hiking/hikes/coal-creek|None|Issaquah Alps| Cougar Mountain|6.0|3.2|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9398.12120364132
134|0|0|0|0|1|0|0|0|0|1|0|1|0|0|250.0|450.0|Snoqualmie Falls|47.5437|-121.837|136|30.0|https://www.wta.org/go-hiking/hikes/snoqualmie-falls||Snoqualmie Region| North Bend Area|1.4|3.47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9399.630203250688
1017|0|0|1|0|1|1|1|0|0|0|0|0|1|0|600.0|5900.0|Dewey Lake|46.8694|-121.5197|136|21.0|https://www.wta.org/go-hiking/hikes/dewey-lakes|Northwest Forest Pass|Mount Rainier Area| Chinook Pass - Hwy 410|6.0|3.81|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9520.857602626233
473|0|0|0|0|0|0|0|0|0|1|1|0|1|1|||Yakima Skyline Trail|46.7127|-120.476|137||https://www.wta.org/go-hiking/hikes/yakima-rim-skyline|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9464.804062043417
1289|0|0|0|0|0|0|0|0|0|0|1|0|1|0|3950.0|5989.0|Dirtyface Lookout and Peak|47.8379|-120.7976|137|12.0|https://www.wta.org/go-hiking/hikes/dirtyface-lookout-site|Northwest Forest Pass|Central Cascades| Stevens Pass - East|9.0|3.5|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9324.8407132803
101|0|0|0|0|1|0|0|1|0|0|0|1|0|0|250.0|1050.0|Murhut Falls|47.6764|-123.0205|138|16.0|https://www.wta.org/go-hiking/hikes/murhut-falls|None|Olympic Peninsula| Hood Canal|1.6|3.62|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9370.23033191819
342|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4300.0|5600.0|Round Lake|48.0936|-121.3368|138|7.0|https://www.wta.org/go-hiking/hikes/round-lake||North Cascades| Mountain Loop Highway|11.0|4.43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9270.792404545848
1324|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1905.0|5580.0|Minotaur Lake|47.8278|-121.0297|139|15.0|https://www.wta.org/go-hiking/hikes/minotaur-lake|None|Central Cascades| Stevens Pass - East|3.5|3.53|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9328.241622044605
900|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3700.0|5816.0|West Cady Ridge to Benchmark Mountain|47.9267|-121.2771|140|7.0|https://www.wta.org/go-hiking/hikes/benchmark-mountain|Northwest Forest Pass|Central Cascades| Stevens Pass - West|14.4|3.43|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9322.454948160772
648|0|1|1|0|0|0|1|0|1|1|0|0|0|0|3568.0|4688.0|North Fork Skokomish River|47.5157|-123.3295|140|6.0|https://www.wta.org/go-hiking/hikes/north-fork-skokomish-river|National Park Pass|Olympic Peninsula| Hood Canal|30.4|3.5|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9390.475058091828
1233|0|0|0|0|0|0|1|0|0|0|1|0|1|0|4870.0|5985.0|Sourdough Mountain|48.7179|-121.1455|142|13.0|https://www.wta.org/go-hiking/hikes/sourdough-mountain|None|North Cascades| North Cascades Highway - Hwy 20|10.4|3.69|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9151.495524059994
1129|0|0|1|0|0|1|1|0|1|1|1|1|1|0|3300.0|6151.0|Alta Mountain|47.398|-121.2843|142|13.0|https://www.wta.org/go-hiking/hikes/alta-mountain|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|12.0|4.54|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9420.02179470528
728|0|0|0|0|1|1|0|0|0|0|0|0|0|0|500.0|3500.0|Lodge Lake|47.4273|-121.4204|143|15.0|https://www.wta.org/go-hiking/hikes/lodge-lake|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|3.0|3.67|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9418.14989434195
713|0|1|0|0|0|0|1|0|0|0|1|0|0|0|2065.0|2600.0|Mount Storm King|48.0582|-123.7892|144|22.0|https://www.wta.org/go-hiking/hikes/mount-storm-king|None|Olympic Peninsula| Northern Coast|4.7|3.86|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9306.814592942112
444|0|0|1|0|0|0|0|1|0|1|0|0|1|0|800.0|2000.0|Lower Big Quilcene River|47.7835|-122.9651|144|7.0|https://www.wta.org/go-hiking/hikes/lower-big-quilcene-river|Northwest Forest Pass|Olympic Peninsula| Hood Canal|10.2|3.57|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9357.937357217434
268|0|0|1|0|0|1|1|0|1|1|0|0|1|0|700.0|3100.0|Waptus River|47.4092|-121.1038|145|9.0|https://www.wta.org/go-hiking/hikes/waptus-river|Northwest Forest Pass|Snoqualmie Region| Salmon La Sac/Teanaway|22.0|3.22|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9417.3931399589
930|0|0|0|0|0|0|1|1|1|0|1|0|1|0|4100.0|6650.0|Goat Mountain|48.8977|-121.6455|146|15.0|https://www.wta.org/go-hiking/hikes/goat-mountain|Northwest Forest Pass|North Cascades| Mount Baker Area|11.0|3.93|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9111.339932385521
870|0|1|0|0|0|1|1|0|1|0|0|0|0|0|970.0|4752.0|Harry's Ridge|46.2765|-122.2165|146|21.0|https://www.wta.org/go-hiking/hikes/harrys-ridge|National Monument Fee|South Cascades| Mount St. Helens|8.2|3.81|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9669.389291956219
913|0|0|0|0|0|1|1|1|1|0|0|0|0|0|2100.0|5023.0|Merritt Lake and Lost Lake|47.7912|-120.8848|147|13.0|https://www.wta.org/go-hiking/hikes/merritt-lake|None|Central Cascades| Stevens Pass - East|5.5|3.46|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9330.854210129071
1189|0|0|1|0|1|1|0|0|0|0|0|0|0|0|500.0|1000.0|Baker Lake - Maple Grove|48.6456|-121.6746|147|5.0|https://www.wta.org/go-hiking/hikes/baker-lake-maple-grove|Northwest Forest Pass|North Cascades| Mount Baker Area|8.0|4.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9139.445818533062
585|0|0|1|0|0|0|0|1|0|1|0|1|0|0|||Mima Falls|46.9019|-123.064|147||https://www.wta.org/go-hiking/hikes/mima-falls|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9468.454158837747
882|0|0|0|0|1|1|1|0|0|0|0|0|0|0|300.0|3000.0|Boardman Lake|48.0337|-121.6858|147|15.0|https://www.wta.org/go-hiking/hikes/boardman-lake|Northwest Forest Pass|North Cascades| Mountain Loop Highway|2.0|3.27|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9280.542422020375
149|0|0|1|0|0|1|1|0|0|1|0|1|0|1|1900.0|3147.0|Snoqualmie Lake|47.5614|-121.5321|148|13.0|https://www.wta.org/go-hiking/hikes/snoqualmie-lake|Northwest Forest Pass|Snoqualmie Region| North Bend Area|17.0|3.46|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9394.761178347506
549|0|0|0|0|0|0|1|0|0|0|1|0|1|0|3326.0|4662.0|Dirty Harry's Peak|47.4343|-121.6327|148|11.0|https://www.wta.org/go-hiking/hikes/dirty-harrys-peak|Discover Pass|Snoqualmie Region| Snoqualmie Pass|8.2|3.09|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9419.463712484203
810|0|0|0|0|0|1|1|0|0|0|1|0|1|0|1800.0|5747.0|Mount McCausland|47.802|-121.0781|148|17.0|https://www.wta.org/go-hiking/hikes/mt.-mccausland|None|Central Cascades| Stevens Pass - East|7.0|4.71|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9331.55811749235
15|0|0|0|0|0|0|0|0|0|1|1|0|1|0|2800.0|2948.0|Dog Mountain|45.6993|-121.7066|149|25.0|https://www.wta.org/go-hiking/hikes/dog-mountain|Northwest Forest Pass|Southwest Washington| Columbia River Gorge - WA|6.0|4.44|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9778.305886900247
650|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1700.0|4400.0|Kendall Peak Lakes Snowshoe|47.3978|-121.3952|149|9.0|https://www.wta.org/go-hiking/hikes/kendall-peak-lakes-snowshoe|Sno-Parks Permit|Snoqualmie Region| Snoqualmie Pass|9.0|4.11|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9421.152199540185
993|0|0|1|0|0|0|1|0|1|0|0|0|1|1|2000.0|6800.0|Cutthroat Pass via the Pacific Crest Trail|48.5181|-120.7331|150|13.0|https://www.wta.org/go-hiking/hikes/cutthroat-pass-via-pacific-crest-trail|Northwest Forest Pass|North Cascades| North Cascades Highway - Hwy 20|10.0|3.77|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9169.883776235063
1299|0|0|1|0|1|0|0|1|0|1|0|1|0|0|1200.0|3150.0|Deception Creek|47.711999999999996|-121.1936|150|15.0|https://www.wta.org/go-hiking/hikes/deception-creek|None|Central Cascades| Stevens Pass - West|11.0|3.73|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9345.335441577241
2593|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Smithbrook|47.7842|-121.0388|151||https://www.wta.org/go-hiking/hikes/smithbrook||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9352.528814571173
540|0|0|1|0|0|1|0|0|0|1|0|1|0|0|1544.0|1844.0|Wallace Falls - Lake Loop|47.867|-121.6782|151|13.0|https://www.wta.org/go-hiking/hikes/wallace-falls-lake-loop|Discover Pass|Central Cascades| Stevens Pass - West|9.0|3.38|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9332.806562075973
1021|0|1|0|0|0|1|1|0|1|0|0|0|0|0|3434.0|5834.0|Shriner Peak|46.8018|-121.5551|151|11.0|https://www.wta.org/go-hiking/hikes/shriner-peak|None|Mount Rainier Area| SE - Cayuse Pass/Steven's Canyon|8.5|3.55|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9550.88855604806
264|0|0|0|0|1|0|1|0|0|0|0|0|1|0|2100.0|6250.0|Longs Pass|47.4367|-120.9372|152|10.0|https://www.wta.org/go-hiking/hikes/longs-pass|Northwest Forest Pass|Snoqualmie Region| Salmon La Sac/Teanaway|5.8|4.2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9412.65126198867
487|0|0|1|0|0|1|1|1|1|1|0|0|1|1|||Pacific Crest Trail (PCT) Section J - Snoqualmie Pass to Stevens Pass|47.4278|-121.4135|152||https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-j-snoqualmie-pass-to-stevens-pass-east|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9395.510200042128
1165|0|0|1|0|0|0|1|0|0|0|0|0|1|0|1600.0|5800.0|Snowgrass Flat|46.4642|-121.51899999999999|152|20.0|https://www.wta.org/go-hiking/hikes/snowgrass|Northwest Forest Pass|South Cascades| Goat Rocks|8.2|4.3|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9610.823464388968
530|0|1|0|0|0|1|1|0|1|1|0|1|0|0|4400.0|7800.0|Aasgard Pass|47.5279|-120.8207|152|4.0|https://www.wta.org/go-hiking/hikes/aasgard-pass|Northwest Forest Pass|Central Cascades| Leavenworth Area|12.2|4.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9378.568028364432
400|0|0|1|0|0|0|1|0|0|0|1|0|0|0|1000.0|1639.0|Green Mountain - Gold Creek Trail|47.5517|-122.8266|153|23.0|https://www.wta.org/go-hiking/hikes/green-mountain-1|Discover Pass|Olympic Peninsula| Kitsap Peninsula|5.0|3.61|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9401.59929304997
242|0|1|0|0|0|0|0|0|0|0|0|0|0|0|350.0|2450.0|Ape Caves|46.1083|-122.2115|155|46.0|https://www.wta.org/go-hiking/hikes/ape-cave|Northwest Forest Pass|South Cascades| Mount St. Helens|2.8|4.46|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9687.864017201868
